numero_norma,version,sumilla,tipo,estado,sistema,fecha_publicacion,fecha_emision,enlace
Oficio Múltiple N° 44550-2023-SBS,v1.0,Registro en inversiones CCE,Oficio múltiple,Vigente,SF,,11/08/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vhdUHZgSQQ2xgAjbRrFBjWWjYMNVSAM51VDY9VDosIAvI+eZwlZgEWd6fPFuYozhyVy9Nk8AfBYpbmjOlXTXXktECcQGq7EKOX4UdsGp+p3Q==
Resolución SBS N° 2467-2023,v1.0,"Modifican el Reglamento para el Requerimiento de Patrimonio Efectivo por Riesgo de Mercado; el Reglamento para el Requerimiento de Patrimonio Efectivo por Riesgo Operacional; el Reglamento para el Requerimiento de Patrimonio Efectivo por Riesgos Adicionales, y el Capítulo V ""Información Complementaria"" del Manual de Contabilidad para las Empresas del Sistema Financiero.",Resolución,Vigente,SF,24/07/2023,21/07/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6sCwyfqLgNCetZcYaWR8BpUsHaAlNIqnsREmVerUG5jaHohipwj4ILHGrxKWlDwwc+Q1ci+2mDvU0MvNYfbRkjWXZxy0BAnkKB8SdF+40ee2A==
Resolución SBS N° 2368-2023,v2.0,"Modifican el Reglamento para la Evaluación y Clasificación del Deudor y la Exigencia de Provisiones, el Reglamento para el Requerimiento de Patrimonio Efectivo por Riesgo de Crédito, el Reglamento de Gestión de Riesgo de Crédito, el Reglamento de Auditoría Interna, y dictan otras disposiciones",Resolución,Vigente,SF,19/07/2023,14/07/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6sQAfn8r5NdnGH2v9iYmEwGYpHSZK14JLo9aQZfyl3WD0pQhFO4f6sQUKNgoNh4m358FS6oaIA9OzIQD/IIBN6DuDde4SXQZ3UXk0gokH+ARA==
Resolución SBS N° 2350-2023,v1.0,"Modifican las Normas Especiales para la Implementación de la Ley N° 30607, aprobadas por Resolución SBS N° 1325-2018 y sus modificatorias, y dictan otras disposiciones",Resolución,Vigente,SF,18/07/2023,12/07/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6uvQ6w0iDaA9ZAe5Ne5wtaIJe4XlBlc+f38gPMB+YW/a3HPtP1sv2VbChcSde9PV0qru3OdY2lDU5reuqZIt/iHQoseMSEncOak7kEAOTIw+Q==
Circular G-220-2023,v1.0,Actualización del capital social mínimo correspondiente al trimestre julio-setiembre de 2023,Circular,Vigente,"SF, SS",07/07/2023,05/07/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vxyqI4Ekfosj+h6Q6PXRfO/bojpIoJBUD4QoM8kT2vCWHf50W59ZHAYL4ElBjHtTusfMds0KO+7aOwvf4RnE3QONSJh5wUvjmCj4ytLTHZRQ==
Resolución SBS N° 02192-2023,v1.0,"Se modifica el Reglamento de los Regímenes Especiales y de la Liquidación de las Empresas del Sistema Financiero y del Sistema de Seguros, y se dictan otras disposiciones.",Resolución,Vigente,SF,26/06/2023,23/06/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6s3Nq5yjWNNgYv6srfXgqlpcKXZFf16DIQXHtbChXC4+q9prJFKQlLKJ+TrL9MC+EWHvAv6b8ZQb7zS0/pfqaTegp45+RYkC+Ri8lfcftxLhQ==
"Circular B-2267-2023, F-605-2023, EAF-254-2023, CM-454-2023, CR-321-2023, EAH-22-2023, EC-1-2023, ESF-13-2023, FOGAPI-48-2023",v1.0,Constancia de Irrecuperabilidad para Castigo Tributario de Créditos y Cuentas por Cobrar,Circular,Vigente,SF,16/06/2023,15/06/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6st639p8jl5FmWqdDZhoWTrkb+tusM5f6V6yvv5i7PdKB0gvb7FzAKNogsK1IMWnfm55CsP1sIkblTuJo0oyZA8mJUEsmothQus4XFwrg0UDA==
"Circular B-2266-2023, F-604-2023, CM-453-2023, CR-320-2023",v1.0,Actualización del monto máximo de cobertura del Fondo de Seguro de Depósitos correspondiente al trimestre junio 2023 - agosto 2023,Circular,Vigente,SF,07/06/2023,05/06/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tXVJz+Q+RRpXeghfUCGKGv3RT7clLiyHPALxWRgOlU7eL71iJ3c9bMVBpAuTlE+aHSmRHS7YaesoVcfKAY3m3DTBQDTm7LUJPEWlITc932HQ==
Resolución SBS N° 01829-2023,v1.0,"Disponen que, en el caso de las empresas del sistema financiero, a la parte de los créditos reprogramados en el marco del Decreto de Urgencia N° 026-2022 que cuentan con la cobertura del Fondo de Apoyo Empresarial a la MIPYME del Sector Turismo (FAE-TURISMO), le resulta aplicable el mismo tratamiento dispuesto a la parte de los créditos reprogramados que cuentan con la cobertura del Fondo de Apoyo Empresarial a la MYPE.",Resolución,Vigente,SF,29/05/2023,26/05/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vtAfKcU0Cwo/t//Bnw6uvkUels28DVHlgHnXPTzAlxfPIvOHXdKhftTAHS/PGLxcPSse7qP7RwwfZGdEaQ1ozw/ANP6DkI21xW/fmr8d5b5Q==
Resolución SBS N° 01828-2023,v1.0,"Establecen que a la parte de los créditos reprogramados en el marco del Decreto de Urgencia N° 026-2022 que cuentan con la cobertura del Programa REACTIVA PERÚ, le resulta aplicable el mismo tratamiento dispuesto a la parte de los créditos que cuentan con la cobertura del Programa de Garantía del Gobierno Nacional para la Continuidad en la Cadena de Pagos y modifican el Manual de Contabilidad para las Empresas del Sistema Financiero.",Resolución,Vigente,SF,29/05/2023,26/05/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vc6Tav28jYwHZlSw5HFIGUiJ5pQ3JAxH+OMW+bgHOPJ9se+XXfbIAlUdLAMWQdrjXF1u6x4FhSyk/l5mS7WnmWf+snpU+1YdZJY57KondZnQ==
Oficio Múltiple N° 26640-2023-SBS,v1.0,Reprogramación de créditos garantizados con el Programa ¿Reactiva Perú¿,Oficio múltiple,Vigente,SF,,26/05/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6uDEbB8dxnX7D5NMUa2NWH+2oQaTxwGh7t9muKG1/WJY/fjQDMUbnV0YlK7n6CxYeeX3lPJrGl1EGSesUfl+Fy9D1XIRPcETT0ojEkIkwV7NA==
Resolución SBS N° 1814-2023,v1.0,"Modifican Reglamento de Infracciones y Sanciones de la Superintendencia de Banca, Seguros y Administradoras Privadas de Fondos de Pensiones",Resolución,Vigente,"SF, COOPAC",25/05/2023,24/05/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vK+4FKgeXjiOHm/dnKivaq9RdDLP4VDfn2+CIjrig+DIHbIoUYLBYTwTHvQiGDKtHg5vXWqLXRRjhMbKZQHhM7pEQ+jd8kweb1LFdPjSTBnw==
Resolución SBS N° 01505-2023,v1.0,"Modifican el Formato ""Operaciones a través de Aplicaciones Móviles y Banca por Internet""",Resolución,Vigente,SF,27/04/2023,25/04/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6t18dFya5qvegXFMggUEuDLQm45NzbYMFCN9iHKA3XH8L/CGMRXovq8W1vK4LHOj+YDmZjCTnoVhgKBtuqUFo+F51ZXAT78AfKunSfSpmGd1A==
Oficio Múltiple N° 17305-2023-SBS,v2.0,Medidas prudenciales relacionadas a conflictos sociales a nivel nacional,Oficio múltiple,Vigente,SF,,14/04/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6uHiB5cheDBlsxJyJtgjDcuy70lN2OoNa6CFRgqUK+AnWSebqOTRb3iwoFiOanfMg9wseTIHk9v/t2+6NC6nwP13eo90w2SxUDB/nuyLiEmrg==
Oficio Múltiple N° 17574-2023-SBS,v1.0,Precisiones sobre el Programa Impulso Empresarial MYPE (IMPULSO MYPERU) a que se refiere la Ley N° 31658,Oficio múltiple,Vigente,SF,,14/04/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6v3PCtcYXhkatlUElIuubjfJOsujop4TnFCXMn+Km0cIoNWOfumLuu2dz8BvqWGwz8xIpLGizklpb4Oi/rHXovshXrDwKjlnoODT7p5Rqkkqw==
Resolución SBS N° 1304-2023,v1.0,Modifican el Manual de Contabilidad para las Empresas del Sistema Financiero.,Resolución,Vigente,SF,14/04/2023,13/04/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tZdmwu+ERX3T8Y2C+jVeLTRkmQnejfwBnGfo7Ym6DjewuPy9kUptthFYuPiJRWN8HYXyr/QO2YCnYJYBQqu6CKzLNGdsmAYpanLCpf8L8h5A==
Circular G-219-2023,v1.0,Actualización del capital social mínimo correspondiente al trimestre abril-junio de 2023,Circular,Vigente,"SF, SS",07/04/2023,05/04/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6sWbEPpvZfDbFaoRH2cAZEdZKmV/LKf2KmpPkvxynINzBuq9gV//oku1+I91Ue0H+lysB3D7IEKBtQS1yV5UcXz2P6+emijAjCkcJpSgngbxQ==
Resolución SBS N° 1214-2023,v1.0,"Establecen que, excepcionalmente, resulta aplicable una tasa de provisión por riesgo de crédito de 0% a la parte del crédito que cuenta con la cobertura del Programa IMPULSO MYPERU y modifican el Manual de Contabilidad para las Empresas del Sistema Financiero",Resolución,Vigente,SF,05/04/2023,04/04/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vN/n/xtvh2Zn9sLq6sCx7goziJvVdfErx3CWIKFX6UCJ4I8LSwk6hj34b169/uX1KpVizBvBxqcvPLcYdXuSc3IiCdfzXUAwGlDMHAGmdSbQ==
Resolución SBS N° 1048-2023,v2.0,Se modifica el Reglamento de los Regímenes Especiales y de la Liquidación de las Empresas del Sistema Financiero y del Sistema de Seguros; así como la Res. SBS N° 3952-2022 y otras disposiciones.,Resolución,Vigente,SF,27/03/2023,24/03/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6sfONSiRMfwrTbtr/Sayho1lUA9Ac3p0IlL72B8U5JrMWZgmS+2wHE6OFsO8oKdAxLl+4Gr2wmB1u7TxVhe1Ui3lnZTxjGeH7xPbqWSzXpgPg==
Oficio Múltiple N° 12174-2023-SBS,v2.0,Medidas prudenciales relacionadas a declaratorias de Estado de Emergencia dictadas por el Estado,Oficio múltiple,Vigente,SF,,15/03/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6s3cs73znY1T6/QHfHVF0mbBKGziZoTgG4oNLCOdxM8pHB5dJUmUePqsm296GbTbMLM9vPkYC9HLQaPnXivuJGIolg7zjiErifAuihckgAGdA==
Oficio Múltiple N° 11235-2023-SBS,v1.0,Medidas prudenciales complementarias relacionadas a conflictos sociales a nivel nacional (D.S. N° 143-2022-PCM),Oficio múltiple,Vigente,SF,,10/03/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6sPhucht1uccshty85GA6z3v4e5GgsgqxekXVjM06J7LDw3aS7cRjrGvhYdoDYrH6JapkYbUQUziGkLLUPzW65ltlGsMOJNNXQwVhP2OxnrKA==
Oficio Múltiple N° 11026-2023-SBS,v1.0,Informe de Autoevaluación de Suficiencia de Capital (IASC),Oficio múltiple,Vigente,SF,,09/03/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tEFalov1daGrsxxj+M9bHyQBKgkChvwD+GFuf9wCWu+hjYYl/nKey8Eu2VupRiV+YnACTbDYZX89kC9uLNIa8Q7Z6IxxqbFp4cykiuCAfsug==
"Circular B-2265-2023, F-603-2023, CM-452-2023, CR-319-2023",v1.0,Actualización del monto máximo de cobertura del Fondo de Seguro de Depósitos correspondiente al trimestre marzo 2023 - mayo 2023,Circular,Vigente,SF,08/03/2023,06/03/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vkzR8AQ2lau/4hPk0ig8FWsnjUEoK9BcxsDUeGQ+EFlXir+9muDZAP+in/dM4VVzzsLQgmeGneJWEjfA3i35fOtoEQRPbGOJe27+IYRY+Grw==
Resolución SBS N° 739-2023,v1.0,"Modifican el artículo 35 del Reglamento de Gestión de Riesgo de Crédito, y dictan otras disposiciones",Resolución,Vigente,"SF, SS, SPP, COOPAC",03/03/2023,01/03/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6uhWDNy1kSVW2ojYqqKQ/J2U+bBZRk5OeFf+K9/jTcRWTIKdDEUDj6Nj2WlSbLQ0jcRvE8/+VXrYgIoQbWrCFA+XOaNF594JwknRYkYBbgYBw==
Resolución SBS N° 689-2023,v2.0,"Aprueban el Reglamento de apertura, conversión, traslado o cierre de oficinas y modifican el TUPA",Resolución,Vigente,"SF, SS",28/02/2023,27/02/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vcfi8PiV8wV6YIiOfAAvfv+lHw78bsK9+m0Hi7wRsXRPOxUeW0Jf6PZkEuPhXR4IEAcMt+u90xHU92Ao9uVoMmtHCiMwlLj1dU4R2VXDBUgA==
Oficio Múltiple N° 8441-2023-SBS,v2.0,Medidas adoptadas en el ámbito del Estado de Emergencia Nacional como consecuencia del COVID-19,Oficio múltiple,Vigente,SF,,21/02/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tCLzJ0JKybLqYQkEyzMnibmxD+clqi7ioyJ+zljfvPDyMc1xD9/laK8OBlmU1KPvPZkQ8lQOqLQ+UWHRTuPG+xrHxMMtfdWgAps9y9DKIHOw==
Resolución SBS N° 511-2023,v1.0,"Aprueban procedimiento para realizar control previo de operaciones comprendidas en la Ley N° 31112, y su Reglamento, cuando no se haya contemplado en la regulación un procedimiento de autorización específico establecido por esta Superintendencia, e incorporan procedimiento administrativo N° 210 en el TUPA de la SBS",Resolución,Vigente,"SF, SS",16/02/2023,15/02/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6skyLGHg7n4s8KrOLni95SrUf5b8Hca0cLmaxs/neMhchj4pjM6e4KUBQOt7YjP/qgLoEbVvh2bKmBKgfGs7eQm/6zwDea+7Xy44P1/w2joWw==
Resolución SBS N° 478-2023,v1.0,"Modifican las Normas para la cobertura, recursos y pago de imposiciones cubiertas del Fondo de Seguro de Depósitos",Resolución,Vigente,SF,17/02/2023,13/02/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vyZNbJjDjDfJgHbxWdAO83k2PcRjiKJJcBig7bN8PpNqKl1PHC+FjlrqwHuatjnD7waEwBUApj0yb9xyvX7kLQB+zivcSY1IaiO0Px8n4+pw==
Resolución SBS N° 468-2023,v1.0,"Modifican las Normas Especiales para la Implementación de la Ley N° 30607, el Manual de Contabilidad para las Empresas del Sistema Financiero y el TUPA de la SBS",Resolución,Vigente,SF,14/02/2023,10/02/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6sq2QOUYAnQrfZNKR/qX8Vw9tmzmaUWCfbohtBaRa7hTQJjAvdaHIetMVNIP48WrH0qyivzh86RzYCfQYrgnSrTJ/v3VdqhUyw9NqyJ80iH4Q==
Resolución SBS N° 467-2023,v1.0,Modifican el Manual de Contabilidad para las Empresas del Sistema Financiero y el Reglamento de Auditoría Interna.,Resolución,Vigente,SF,13/02/2023,10/02/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6su8C5KXD/OjcusvOWF85SLp/kMJpvTJaoLSwD1GSz/W53VWQQo9nsPpv18m5zrB2vH1ZfH0zgduWMGLXa+qiWxYzzyOwgVpgcXM/JVM3ZtTA==
Oficio Múltiple N° 5761-2023-SBS,v1.0,"Precisiones sobre la información a remitirse a través del SUCAVE, relacionada a la adecuación de reportes en el marco de lo establecido en el Decreto Legislativo N° 1531",Oficio múltiple,Vigente,SF,,07/02/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6sEWKmxWiilz+8G/0yLgQO4FDZmh8YkbWaRo9OfJJZDyRtixqTDb5eOwo0OZU+CShl42vscHypUrqp34eHiqPlaYM7SbOOzoODr7h2POD6I+g==
Resolución SBS N° 0066-2023,v1.0,Se modifica el Reglamento para la Gestión del Riesgo de Mercado y el Manual de Contabilidad para las Empresas del Sistema Financiero (vigente a partir del 12.02.2023),Resolución,Vigente,SF,13/01/2023,09/01/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vN3ELHxRmW7e85zETIB33dwQj6GbNR3xrqqEcZm84FtZE4j+3UzhOFghOIWV3zEB8dJBrERQ/dI8n1MJYjR29SIhH613Ec/6Aiz4YBVxA0oQ==
Circular G-218-2023,v1.0,Actualización del capital social mínimo correspondiente al trimestre enero-marzo de 2023,Circular,Vigente,"SF, SS",09/01/2023,06/01/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tKacb6hnUtHAlvTQrFtaRMuMSI8vzGN1heFQj/P0xBpaz6TtW0G1wWYMQL3E2d9SHWby8ZuuXL/lndPDRm8qPs4oBWd+Mc34MN6IFmA4XB3A==
Resolución SBS N° 0053-2023,v3.0,Se aprueba el Reglamento de Gestión de Riesgos de Modelo; y se modifica el Reglamento de Auditoría Interna,Resolución,Vigente,"SF, SS",11/01/2023,06/01/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tUyaO2FY+bqMTzw8pqo0Si7ARBqkkrb3Ea0Zl8Zlilzf6El1DSTEr3gDQjRmxHAgqiXb3BrWUsN+lD2f49AhgYZgFoFP+AM9UEIxRzG3l87Q==
Resolución SBS N° 58-2023,v1.0,"Amplían tratamiento excepcional referido a la prórroga para la tenencia de bienes adjudicados y recuperados, establecido en la Primera Disposición Final y Transitoria del Reglamento para el Tratamiento de los Bienes Adjudicados y Recuperados y sus Provisiones, para aquellas empresas que lo requieran",Resolución,Vigente,SF,10/01/2023,06/01/2023,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vWfHTBIZ0SP7rL2OFCmNe3erHPn0PIEVSU+YRDeQ9y29qt10R36FDzOe843wGZMBYdUVuLln68xpaUzNZwN8NM
Resolución SBS N° 4035-2022,v1.0,"Se modifica el ""Reglamento de Autorización de Empresas y Representantes de los Sistemas Financiero y de Seguros"", aprobado por Resolución SBS N° 211-2021",Resolución,Vigente,"SF, SS",03/01/2023,28/12/2022,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6uNf69V+qgaZLSk/zjtfL25IPFuR7OMpgHQ3cvPb+YhtO10Cc8aHyiD6mRn2tN91Aqrr7QR4FkQaNXiQ9bIOOux4znqb8H+hBjVDOXKdozuZA==
Resolución SBS N° 4036-2022,v7.0,"Aprueban el Reglamento de Gestión de Reclamos y Requerimientos, modifican la denominación del Título VI del Reglamento del Régimen Especial para la Gestión de Conducta de Mercado del Sistema Financiero, incorporan procedimiento en el TUPA de la SBS y dictan otras disposiciones (vigente a partir del 1.1.2024 con excepción de los párrafos 7.1, 7.2,7.3, 7.4 ,7.5 y 7.7 del artículo 7 que entran en vigencia a los 60 días calendario de la publicación).",Resolución,Vigente,"SF, SS, SPP",29/12/2022,28/12/2022,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6u93mu3Vs3vGz/5kiKzQgn2x+T8dJ7jm60p3VG7+SumhhRjCD6STM4Eqeuw5v/8gYgebCnQJ3IAd0c3Bwk7XnOu
